0.0342935,-0.00917583,0.0196479,0.784296,0.785236,0.785816
0.0544586,0.028684,-0.00701097,0.783805,0.785411,0.785834
0.0378815,0.0455192,-0.0143963,0.784911,0.785029,0.786901
0.0381917,0.0414675,0.00122846,0.786635,0.784543,0.786238
0.0290831,0.0397247,0.029648,0.787637,0.785063,0.784956
0.0476936,0.046317,0.0420647,0.787536,0.785129,0.783868
0.0315957,0.0503151,0.0268919,0.786118,0.783841,0.783643
0.0218613,0.0368333,0.0428294,0.787507,0.785314,0.785029
0.0120251,0.0351991,0.0343053,0.789929,0.787688,0.784681
0.00218507,0.0526858,0.0305993,0.788986,0.789471,0.78107
0.00407772,0.0690922,0.0354025,0.789573,0.789303,0.782177
0.00188713,0.0731977,0.0411857,0.788854,0.79063,0.783964
0.00500396,0.086884,0.0405771,0.790371,0.791539,0.784229
0.0139215,0.0872211,0.0509037,0.793378,0.792027,0.784101
0.0143121,0.0967475,0.0507734,0.793448,0.792143,0.785349
0.0131499,0.103721,0.0635285,0.795659,0.791922,0.785066
0.00774961,0.113968,0.0681975,0.796948,0.794767,0.785014
0.0029589,0.106764,0.0752291,0.795854,0.795995,0.784666
0.0135495,0.103546,0.0716307,0.795632,0.795569,0.784265
0.00805538,0.103246,0.0683381,0.794422,0.795112,0.786406
0.00747164,0.114355,0.0792971,0.794627,0.795482,0.785977
0.0158108,0.110277,0.083702,0.796562,0.793034,0.785548
0.0166995,0.116502,0.0875898,0.797584,0.791751,0.782648
0.0221788,0.118171,0.0848438,0.795808,0.791073,0.782107
0.0244406,0.128178,0.0962923,0.795609,0.789683,0.780942
0.0306776,0.125983,0.10373,0.795983,0.788819,0.785001
0.0351692,0.124417,0.110227,0.793976,0.788353,0.786906
0.0332626,0.12515,0.119141,0.792546,0.787924,0.787404
0.0403831,0.124274,0.120193,0.789142,0.787146,0.787484
0.047424,0.124044,0.126907,0.788454,0.787726,0.788006
0.0558235,0.127157,0.133013,0.789818,0.789509,0.786675
0.0631002,0.129105,0.142466,0.791368,0.789691,0.787442
0.0639882,0.136427,0.148002,0.792947,0.789144,0.785317
0.0704512,0.138849,0.148768,0.792265,0.788847,0.785847
0.0781345,0.147596,0.149367,0.795633,0.787885,0.785081
0.0838342,0.151679,0.153247,0.794918,0.788355,0.782974
0.0871113,0.150946,0.160149,0.795948,0.787425,0.781017
0.08679,0.15229,0.161046,0.794315,0.789857,0.784099
0.0842754,0.151502,0.16581,0.792382,0.789571,0.783548
0.0851353,0.149522,0.174428,0.788643,0.789844,0.783594
0.0825418,0.148084,0.177729,0.787815,0.792013,0.784513
0.0875478,0.156922,0.185746,0.792264,0.791557,0.783873
0.0916382,0.158581,0.192341,0.791774,0.788803,0.781367
0.0925591,0.159716,0.193053,0.790186,0.784026,0.781206
0.0944265,0.15902,0.193698,0.789928,0.780569,0.778457
0.0978923,0.15769,0.200272,0.789015,0.779355,0.775141
0.09568,0.163887,0.198216,0.790656,0.773874,0.776907
0.102112,0.162265,0.202632,0.789188,0.775666,0.777364
0.0995677,0.162134,0.209476,0.785461,0.778451,0.780032
0.103772,0.166558,0.217786,0.785209,0.778035,0.778404
0.105611,0.172423,0.21883,0.787685,0.774404,0.77931
0.104037,0.175572,0.219473,0.786574,0.775725,0.777543
0.102043,0.174909,0.221966,0.787282,0.776076,0.77823
0.107486,0.178786,0.226606,0.788366,0.765799,0.781149
0.105135,0.178608,0.234431,0.786869,0.768175,0.78498
0.10403,0.185257,0.235402,0.78823,0.769758,0.785409
0.110405,0.18401,0.241632,0.788088,0.77003,0.787535
0.10878,0.181273,0.248263,0.78417,0.770988,0.791115
0.11174,0.180487,0.249575,0.783776,0.770402,0.79232
0.113052,0.188021,0.256125,0.787078,0.771467,0.790843
0.114329,0.190751,0.260627,0.785103,0.770112,0.790489
0.115974,0.195489,0.261328,0.787136,0.769816,0.791105
0.118652,0.200585,0.263502,0.789355,0.771533,0.790154
0.124977,0.204448,0.27055,0.792007,0.77164,0.791135
0.129335,0.20795,0.270451,0.792161,0.771351,0.79028
0.133977,0.214506,0.278307,0.795665,0.772119,0.791426
0.139574,0.221162,0.286224,0.800393,0.771008,0.792567
