0.0642024,0.0624786,0.0624786
0.0513538,0.0505382,0.0505382
0.0429956,0.0428578,0.0428578
0.0370463,0.0366044,0.0366044
0.0324147,0.0319194,0.0319194
0.0291434,0.0284654,0.0284654
0.026055,0.025898,0.025898
0.0234148,0.0231859,0.0231859
0.0211931,0.0212197,0.0212197
0.0194923,0.0199695,0.0199695
0.0180265,0.0190698,0.0190698
0.0167287,0.0178622,0.0178622
0.0156678,0.0169871,0.0169871
0.0147287,0.0159973,0.0159973
0.0139774,0.0155619,0.0155619
0.0133426,0.0150066,0.0150066
0.012755,0.0143773,0.0143773
0.011333,0.0138431,0.0138431
0.0110662,0.0132382,0.0132382
0.0105458,0.0128253,0.0128253
0.0102485,0.0123095,0.0123095
0.0100032,0.0118288,0.0118288
0.00975408,0.0115003,0.0115003
0.0095646,0.0112042,0.0112042
0.00929519,0.0109275,0.0109275
0.00903049,0.0105804,0.0105804
0.00882056,0.0103213,0.0103213
0.00856879,0.0100255,0.0100255
0.00843345,0.00982481,0.00982481
0.00841676,0.00952822,0.00952822
0.0082446,0.0093211,0.0093211
0.00820329,0.00911513,0.00911513
0.00802346,0.00903777,0.00903777
0.00786196,0.00881388,0.00881388
0.00768636,0.00873175,0.00873175
0.00761842,0.0085782,0.0085782
0.00755689,0.00841172,0.00841172
0.00737418,0.00824598,0.00824598
0.00726258,0.00798112,0.00798112
0.00713421,0.00788885,0.00788885
0.00697635,0.00771464,0.00771464
0.00701609,0.00767751,0.00767751
0.00700197,0.00755165,0.00755165
0.00685839,0.00739854,0.00739854
0.00679379,0.00726739,0.00726739
0.00666554,0.00714321,0.00714321
0.00657727,0.00697488,0.00697488
0.00654514,0.00689966,0.00689966
0.00642378,0.00683652,0.00683652
0.00631131,0.00678154,0.00678154
0.00632365,0.00672816,0.00672816
0.00631906,0.00665841,0.00665841
0.00626619,0.00657356,0.00657356
0.00621877,0.00665166,0.00665166
0.00615153,0.00662805,0.00662805
0.00600898,0.00655356,0.00655356
0.0059023,0.00646217,0.00646217
0.00576561,0.00648869,0.00648869
0.00580694,0.00643332,0.00643332
0.00585515,0.00646968,0.00646968
0.00586893,0.00640468,0.00640468
0.00589011,0.00642284,0.00642284
0.00593551,0.00635001,0.00635001
0.00588937,0.00627204,0.00627204
0.00588906,0.00628256,0.00628256
0.00589663,0.00625161,0.00625161
0.00593374,0.00627609,0.00627609
0.00589349,0.00634878,0.00634878
0.00583994,0.00623044,0.00623044
0.00583946,0.00630137,0.00630137
0.00576272,0.00623427,0.00623427
0.0057196,0.00614705,0.00614705
0.00579884,0.00617504,0.00617504
0.00573971,0.00617898,0.00617898
0.00569507,0.00602278,0.00602278
0.0057129,0.0060124,0.0060124
0.00584556,0.00599531,0.00599531
0.00583354,0.00584689,0.00584689
0.0058157,0.00586989,0.00586989
0.0057419,0.00585046,0.00585046
0.00566888,0.00591006,0.00591006
0.00572673,0.00586586,0.00586586
0.00572078,0.00581147,0.00581147
0.00574431,0.00586841,0.00586841
0.00570131,0.0059746,0.0059746
0.00568354,0.00598376,0.00598376
0.00571014,0.00599342,0.00599342
0.00579416,0.00595659,0.00595659
0.00567787,0.00579465,0.00579465
0.00572146,0.00570048,0.00570048
0.0055235,0.00565554,0.00565554
0.00530411,0.00570427,0.00570427
0.00512861,0.00573454,0.00573454
0.00511009,0.00557253,0.00557253
0.00515178,0.00565476,0.00565476
0.00519857,0.00564105,0.00564105
0.00571383,0.00562466,0.00562466
0.00565981,0.00559558,0.00559558
0.00562086,0.00553784,0.00553784
0.0055446,0.00551735,0.00551735
0.00547541,0.00547341,0.00547341
0.00547683,0.0054979,0.0054979
0.00544107,0.00552778,0.00552778
0.00545261,0.00550923,0.00550923
0.00541672,0.00543037,0.00543037
0.00542639,0.00535546,0.00535546
0.00544935,0.00537826,0.00537826
0.00537258,0.00531368,0.00531368
0.00539583,0.00531591,0.00531591
0.0054212,0.00525251,0.00525251
0.00542283,0.00513023,0.00513023
0.00536553,0.00507129,0.00507129
0.00532518,0.00509161,0.00509161
0.0053049,0.00509257,0.00509257
0.00534792,0.00505309,0.00505309
0.00534195,0.00504317,0.00504317
0.00529514,0.00504547,0.00504547
0.00529202,0.00504931,0.00504931
0.00527385,0.00509071,0.00509071
0.00528514,0.00508392,0.00508392
0.00527897,0.0050973,0.0050973
0.00526395,0.00514887,0.00514887
0.00526862,0.00513717,0.00513717
0.00524226,0.00505991,0.00505991
0.00525062,0.00508654,0.00508654
0.0052518,0.00502117,0.00502117
0.00518291,0.00496514,0.00496514
0.00525075,0.00498424,0.00498424
0.00521113,0.0049723,0.0049723
0.00525221,0.00502414,0.00502414
0.00523403,0.00498463,0.00498463
0.00521259,0.00493816,0.00493816
0.00522792,0.00500801,0.00500801
0.00527393,0.00504969,0.00504969
0.00520393,0.00500927,0.00500927
0.00519841,0.00493193,0.00493193
0.00520415,0.0049687,0.0049687
0.00511947,0.0049661,0.0049661
0.00513954,0.00496128,0.00496128
0.00516606,0.00492331,0.00492331
0.005165,0.00489435,0.00489435
0.00508946,0.00488437,0.00488437
0.00508864,0.00492401,0.00492401
